Journal name,JCR Abbreviation,2025 JIF,2024 JIF,5 Year JIF,5 Year JIF Quartile,JIF Without Self Cites,Immediacy Index,Total Articles,Total Citations,Category
JOURNAL OF OCCUPATIONAL HEALTH,J OCCUP HEALTH,2.8,NA,3,Q2,2.7,0.7,71,3059,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
Leisure Studies,LEISURE STUD,2.8,2.4,3.2,Q2,2.3,0.6,88,3105,"HOSPITALITY, LEISURE, SPORT & TOURISM"
Frontiers in Zoology,FRONT ZOOL,2.8,2.6,2.9,Q1,2.7,0.8,31,3110,ZOOLOGY
Journal of Computational Electronics,J COMPUT ELECTRON,2.8,2.5,2.3,Q3,2.7,0.6,204,3114,"ENGINEERING, ELECTRICAL & ELECTRONIC|PHYSICS, APPLIED"
BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,BIOTECHNOL BIOPROC E,2.8,3,2.3,Q3,2.5,0.5,75,3153,BIOTECHNOLOGY & APPLIED MICROBIOLOGY
CURRENT OPINION IN GASTROENTEROLOGY,CURR OPIN GASTROEN,2.8,2.5,2.8,Q3,2.8,1.1,50,3161,GASTROENTEROLOGY & HEPATOLOGY
INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY,INT J IMMUNOPATH PH,2.8,2.6,3,Q2,2.8,0.9,52,3205,PATHOLOGY|PHARMACOLOGY & PHARMACY
INTERNATIONAL JOURNAL OF IMMUNOPATHOLOGY AND PHARMACOLOGY,INT J IMMUNOPATH PH,2.8,2.6,3,Q3,2.8,0.9,52,3205,IMMUNOLOGY
RUSSIAN MATHEMATICAL SURVEYS,RUSS MATH SURV+,2.8,NA,2.2,Q1,2.4,0.6,24,3228,MATHEMATICS
Nursing in Critical Care,NURS CRIT CARE,2.8,2.6,3.8,Q1,2.4,0.6,275,3288,NURSING
JOURNAL OF POLICY ANALYSIS AND MANAGEMENT,J POLICY ANAL MANAG,2.8,2.4,4,Q1,2.7,0.6,45,3314,ECONOMICS|PUBLIC ADMINISTRATION
Manufacturing Letters,MANUF LETT,2.8,NA,2.9,Q3,2.6,0.2,280,3320,"ENGINEERING, MANUFACTURING|MATERIALS SCIENCE, MULTIDISCIPLINARY"
ENERGY JOURNAL,ENERG J,2.8,2.4,2.7,Q2,2.7,0.4,62,3370,ECONOMICS
ENERGY JOURNAL,ENERG J,2.8,2.4,2.7,Q3,2.7,0.4,62,3370,ENERGY & FUELS|ENVIRONMENTAL STUDIES
JOURNAL OF MIDWIFERY & WOMENS HEALTH,J MIDWIFERY WOM HEAL,2.8,NA,3.5,Q1,2.7,0.5,69,3404,NURSING
International Journal of Science and Mathematics Education,INT J SCI MATH EDUC,2.8,NA,2.9,Q1,2.4,0.8,89,3452,EDUCATION & EDUCATIONAL RESEARCH
Sexuality Research and Social Policy,SEX RES SOC POLICY,2.8,2.4,3.4,Q1,2.6,0.5,176,3483,"SOCIAL SCIENCES, INTERDISCIPLINARY"
NEW POLITICAL ECONOMY,NEW POLIT ECON,2.8,4.6,5.4,Q1,2.6,0.8,70,3495,ECONOMICS|INTERNATIONAL RELATIONS|POLITICAL SCIENCE
STRAHLENTHERAPIE UND ONKOLOGIE,STRAHLENTHER ONKOL,2.8,2.5,2.7,Q2,2.5,0.7,107,3656,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
STRAHLENTHERAPIE UND ONKOLOGIE,STRAHLENTHER ONKOL,2.8,2.5,2.7,Q3,2.5,0.7,107,3656,ONCOLOGY
GENESIS,GENESIS,2.8,2.5,2.8,Q2,2.6,1,19,3657,DEVELOPMENTAL BIOLOGY
GENESIS,GENESIS,2.8,2.5,2.8,Q3,2.6,1,19,3657,GENETICS & HEREDITY
Science and Public Policy,SCI PUBL POLICY,2.8,NA,3.5,Q2,2.5,0.6,83,3660,PUBLIC ADMINISTRATION
Science and Public Policy,SCI PUBL POLICY,2.8,NA,3.5,Q3,2.5,0.6,83,3660,ENVIRONMENTAL STUDIES|MANAGEMENT
Journal of Anesthesia,J ANESTH,2.8,2.7,3.1,Q2,2.5,0.9,98,3711,ANESTHESIOLOGY
JOURNALISM & MASS COMMUNICATION QUARTERLY,J MASS COMMUN Q,2.8,3.6,3.9,Q1,2.3,0.8,74,3734,COMMUNICATION
JOURNAL OF PROFESSIONAL NURSING,J PROF NURS,2.8,2.9,3.3,Q1,2.5,0.5,115,3740,NURSING
Expert Review of Medical Devices,EXPERT REV MED DEVIC,2.8,2.7,3.1,Q3,2.7,0.9,47,3781,"ENGINEERING, BIOMEDICAL"
GEOSTANDARDS AND GEOANALYTICAL RESEARCH,GEOSTAND GEOANAL RES,2.8,3.4,3.5,Q2,2.5,0.8,41,3816,GEOCHEMISTRY & GEOPHYSICS
International Journal of Metalcasting,INT J METALCAST,2.8,2.5,2.7,Q2,1.9,0.7,302,3956,METALLURGY & METALLURGICAL ENGINEERING
MARINE BIOTECHNOLOGY,MAR BIOTECHNOL,2.8,2.8,2.9,Q1,2.6,0.8,146,3973,MARINE & FRESHWATER BIOLOGY
MARINE BIOTECHNOLOGY,MAR BIOTECHNOL,2.8,2.8,2.9,Q3,2.6,0.8,146,3973,BIOTECHNOLOGY & APPLIED MICROBIOLOGY
American Journal of Rhinology & Allergy,AM J RHINOL ALLERGY,2.8,NA,2.5,Q1,2.6,0.9,55,3980,OTORHINOLARYNGOLOGY
MEDICINA CLINICA,MED CLIN-BARCELONA,2.8,NA,2.5,Q2,2.7,0.6,139,3999,"MEDICINE, GENERAL & INTERNAL"
ENGINEERING OPTIMIZATION,ENG OPTIMIZ,2.8,NA,2.6,Q2,2.3,0.7,143,3999,"ENGINEERING, MULTIDISCIPLINARY|OPERATIONS RESEARCH & MANAGEMENT SCIENCE"
CURRENT MOLECULAR MEDICINE,CURR MOL MED,2.8,2.5,2.7,Q3,2.8,0.6,79,4000,"MEDICINE, RESEARCH & EXPERIMENTAL"
MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,2.8,3.1,3.3,Q2,2.4,0.7,504,4036,"COMPUTER SCIENCE, INFORMATION SYSTEMS|COMPUTER SCIENCE, THEORY & METHODS"
Current Opinion in Anesthesiology,CURR OPIN ANESTHESIO,2.8,NA,2.9,Q2,2.6,0.7,119,4079,ANESTHESIOLOGY
JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,J BIOL INORG CHEM,2.8,2.7,2.9,Q2,2.7,0.8,28,4086,"CHEMISTRY, INORGANIC & NUCLEAR"
JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,J BIOL INORG CHEM,2.8,2.7,2.9,Q3,2.7,0.8,28,4086,BIOCHEMISTRY & MOLECULAR BIOLOGY
Local Environment,LOCAL ENVIRON,2.8,2.8,3.3,Q1,2.6,0.6,142,4193,GEOGRAPHY
Local Environment,LOCAL ENVIRON,2.8,2.8,3.3,Q2,2.6,0.6,142,4193,REGIONAL & URBAN PLANNING|URBAN STUDIES
Local Environment,LOCAL ENVIRON,2.8,2.8,3.3,Q3,2.6,0.6,142,4193,ENVIRONMENTAL STUDIES
Local Environment,LOCAL ENVIRON,2.8,2.8,3.3,Q4,2.6,0.6,142,4193,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY
Teachers and Teaching,TEACH TEACH,2.8,NA,3.7,Q1,2.6,0.5,92,4276,EDUCATION & EDUCATIONAL RESEARCH
Eating Behaviors,EAT BEHAV,2.8,2.6,3.2,Q2,2.7,0.6,90,4306,"PSYCHIATRY|PSYCHOLOGY, CLINICAL"
CURRENT OPINION IN PEDIATRICS,CURR OPIN PEDIATR,2.8,2.5,2.9,Q1,2.8,0.4,0,4325,PEDIATRICS
BASIN RESEARCH,BASIN RES,2.8,2.6,2.9,Q2,2.6,0.6,69,4371,"GEOSCIENCES, MULTIDISCIPLINARY"
CPT-Pharmacometrics & Systems Pharmacology,CPT-PHARMACOMET SYST,2.8,3,3.3,Q2,2.5,0.7,170,4495,PHARMACOLOGY & PHARMACY
PHYSIOLOGICAL RESEARCH,PHYSIOL RES,2.8,NA,2.9,Q2,2.6,0.4,84,4529,PHYSIOLOGY
JOURNAL OF PLASMA PHYSICS,J PLASMA PHYS,2.8,2.5,2.9,Q2,2.2,1.1,142,4584,"PHYSICS, FLUIDS & PLASMAS"
INDUSTRIAL AND CORPORATE CHANGE,IND CORP CHANGE,2.8,NA,3.3,Q1,2.7,0.4,63,4591,ECONOMICS
INDUSTRIAL AND CORPORATE CHANGE,IND CORP CHANGE,2.8,NA,3.3,Q3,2.7,0.4,63,4591,BUSINESS|MANAGEMENT
SKIN RESEARCH AND TECHNOLOGY,SKIN RES TECHNOL,2.8,3.2,2.6,Q2,2.7,0.3,29,4651,DERMATOLOGY
Translational Behavioral Medicine,TRANSL BEHAV MED,2.8,3,4.3,Q1,2.7,0.5,79,4677,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,MUTAT RES-GEN TOX EN,2.8,2.5,2.5,Q3,2.6,0.5,43,4756,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|GENETICS & HEREDITY|TOXICOLOGY
Nuclear Materials and Energy,NUCL MATER ENERGY,2.8,2.7,2.8,Q1,2.5,0.9,186,4820,NUCLEAR SCIENCE & TECHNOLOGY
Journal of Pharmacological Sciences,J PHARMACOL SCI,2.8,2.9,3.2,Q2,2.5,0.7,108,4858,PHARMACOLOGY & PHARMACY
China Communications,CHINA COMMUN,2.8,3.1,3,Q3,2.5,0.3,257,4877,TELECOMMUNICATIONS
INTERNATIONAL JOURNAL OF APPROXIMATE REASONING,INT J APPROX REASON,2.8,3,2.8,Q3,2.4,0.8,169,4936,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,QUAL RELIAB ENG INT,2.8,2.8,2.5,Q2,2.3,0.5,240,4970,"ENGINEERING, MULTIDISCIPLINARY"
QUALITY AND RELIABILITY ENGINEERING INTERNATIONAL,QUAL RELIAB ENG INT,2.8,2.8,2.5,Q3,2.3,0.5,240,4970,"ENGINEERING, INDUSTRIAL|OPERATIONS RESEARCH & MANAGEMENT SCIENCE"
International Journal of Interactive Design and Manufacturing - IJIDeM,INT J INTERACT DES M,2.8,2.5,2.8,Q3,2.7,0.6,258,5101,"ENGINEERING, MANUFACTURING"
POLYCYCLIC AROMATIC COMPOUNDS,POLYCYCL AROMAT COMP,2.8,2.6,2.4,Q2,2.7,0.9,51,5163,"CHEMISTRY, ORGANIC"
Innovative Infrastructure Solutions,INNOV INFRASTRUCT SO,2.8,NA,2.7,Q2,2.5,1,570,5267,"ENGINEERING, CIVIL"
WATER ENVIRONMENT RESEARCH,WATER ENVIRON RES,2.8,NA,2.9,Q1,2.6,0.8,216,5290,LIMNOLOGY
WATER ENVIRONMENT RESEARCH,WATER ENVIRON RES,2.8,NA,2.9,Q2,2.6,0.8,216,5290,WATER RESOURCES
WATER ENVIRONMENT RESEARCH,WATER ENVIRON RES,2.8,NA,2.9,Q3,2.6,0.8,216,5290,"ENGINEERING, ENVIRONMENTAL|ENVIRONMENTAL SCIENCES"
THEORY INTO PRACTICE,THEOR PRACT,2.8,NA,3.9,Q1,2.8,0.9,35,5446,EDUCATION & EDUCATIONAL RESEARCH
LUMINESCENCE,LUMINESCENCE,2.8,3,2.6,Q3,2.5,0.9,310,5477,"CHEMISTRY, ANALYTICAL"
TRAFFIC,TRAFFIC,2.8,2.5,4.2,Q3,2.7,0.5,15,5575,CELL BIOLOGY
Discover Oncology,DISCOV ONCOL,2.8,2.9,2.9,Q3,2.6,0.8,2165,5580,ENDOCRINOLOGY & METABOLISM|ONCOLOGY
CLAYS AND CLAY MINERALS,CLAY CLAY MINER,2.8,NA,3,Q2,2.7,0.8,33,5700,"GEOSCIENCES, MULTIDISCIPLINARY|MINERALOGY"
CLAYS AND CLAY MINERALS,CLAY CLAY MINER,2.8,NA,3,Q3,2.7,0.8,33,5700,"CHEMISTRY, PHYSICAL|SOIL SCIENCE"
PSYCHOLOGY OF ADDICTIVE BEHAVIORS,PSYCHOL ADDICT BEHAV,2.8,2.7,3.7,Q1,2.7,0.4,68,5708,SUBSTANCE ABUSE
PSYCHOLOGY OF ADDICTIVE BEHAVIORS,PSYCHOL ADDICT BEHAV,2.8,2.7,3.7,Q2,2.7,0.4,68,5708,"PSYCHOLOGY, MULTIDISCIPLINARY"
Brain Imaging and Behavior,BRAIN IMAGING BEHAV,2.8,2.4,3.1,Q2,2.7,0.5,94,5750,NEUROIMAGING
POLITICAL STUDIES,POLIT STUD-LONDON,2.8,2.8,4.3,Q1,2.7,0.4,85,5781,INTERNATIONAL RELATIONS|POLITICAL SCIENCE
JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION,J VIS COMMUN IMAGE R,2.8,3.1,2.6,Q3,2.4,0.5,239,5796,"COMPUTER SCIENCE, INFORMATION SYSTEMS|COMPUTER SCIENCE, SOFTWARE ENGINEERING"
NEURAL PROCESSING LETTERS,NEURAL PROCESS LETT,2.8,2.8,2.7,Q3,2.7,1,98,5822,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE"
BULLETIN OF VOLCANOLOGY,B VOLCANOL,2.8,3.2,3.2,Q2,2.2,0.8,123,5936,"GEOSCIENCES, MULTIDISCIPLINARY"
Academic Pediatrics,ACAD PEDIATR,2.8,2.8,3.2,Q1,2.4,0.7,150,5946,PEDIATRICS
INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,INT J CONTROL AUTOM,2.8,2.9,2.4,Q2,2.3,0.5,309,6238,AUTOMATION & CONTROL SYSTEMS
CLINICAL CARDIOLOGY,CLIN CARDIOL,2.8,NA,2.9,Q2,2.8,1.1,102,6258,CARDIAC & CARDIOVASCULAR SYSTEMS
JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION,J FORMOS MED ASSOC,2.8,2.5,2.6,Q2,2.3,1.5,133,6392,"MEDICINE, GENERAL & INTERNAL"
EMERGENCY MEDICINE JOURNAL,EMERG MED J,2.8,2.7,3.6,Q1,2.5,1,88,6484,EMERGENCY MEDICINE
International Journal of Computer Assisted Radiology and Surgery,INT J COMPUT ASS RAD,2.8,NA,3,Q1,2.5,0.4,246,6638,SURGERY
International Journal of Computer Assisted Radiology and Surgery,INT J COMPUT ASS RAD,2.8,NA,3,Q2,2.5,0.4,246,6638,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
International Journal of Computer Assisted Radiology and Surgery,INT J COMPUT ASS RAD,2.8,NA,3,Q3,2.5,0.4,246,6638,"ENGINEERING, BIOMEDICAL"
JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION,J ANIM PHYSIOL AN N,2.8,2.4,3.1,Q1,2.7,0.8,74,6688,"AGRICULTURE, DAIRY & ANIMAL SCIENCE|VETERINARY SCIENCES"
INTERNATIONAL JOURNAL OF HYPERTHERMIA,INT J HYPERTHER,2.8,3,3.4,Q2,2.5,0.5,102,6822,"ONCOLOGY|RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
International Journal of Mental Health and Addiction,INT J MENT HEALTH AD,2.8,2.5,3.8,Q1,2.6,0.8,172,6855,"PSYCHOLOGY, CLINICAL|SUBSTANCE ABUSE"
International Journal of Mental Health and Addiction,INT J MENT HEALTH AD,2.8,2.5,3.8,Q2,2.6,0.8,172,6855,PSYCHIATRY
CLINICAL AND EXPERIMENTAL DERMATOLOGY,CLIN EXP DERMATOL,2.8,2.8,3,Q2,2.6,0.8,227,6918,DERMATOLOGY
Tissue Engineering Part A,TISSUE ENG PT A,2.8,2.9,3.4,Q3,2.8,0.4,73,7051,"CELL & TISSUE ENGINEERING|CELL BIOLOGY|ENGINEERING, BIOMEDICAL|MATERIALS SCIENCE, BIOMATERIALS"
Psychological Trauma-Theory Research Practice and Policy,PSYCHOL TRAUMA-US,2.8,NA,3.3,Q2,2.6,0.6,253,7124,"PSYCHIATRY|PSYCHOLOGY, CLINICAL"
NEURORADIOLOGY,NEURORADIOLOGY,2.8,2.6,2.8,Q2,2.6,0.4,266,7161,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
NEURORADIOLOGY,NEURORADIOLOGY,2.8,2.6,2.8,Q3,2.6,0.4,266,7161,CLINICAL NEUROLOGY|NEUROIMAGING
BIOTECHNOLOGY PROGRESS,BIOTECHNOL PROGR,2.8,2.5,3,Q3,2.6,0.6,97,7326,BIOTECHNOLOGY & APPLIED MICROBIOLOGY|FOOD SCIENCE & TECHNOLOGY
UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS,UROL ONCOL-SEMIN ORI,2.8,NA,2.5,Q2,2.6,1,270,7423,UROLOGY & NEPHROLOGY
UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS,UROL ONCOL-SEMIN ORI,2.8,NA,2.5,Q3,2.6,1,270,7423,ONCOLOGY
JOURNAL OF TRIBOLOGY-TRANSACTIONS OF THE ASME,J TRIBOL-T ASME,2.8,3,2.7,Q2,2.4,1.3,226,7426,"ENGINEERING, MECHANICAL"
NEUROSURGICAL REVIEW,NEUROSURG REV,2.8,2.5,3.2,Q1,2.6,0.6,469,7570,SURGERY
NEUROSURGICAL REVIEW,NEUROSURG REV,2.8,2.5,3.2,Q2,2.6,0.6,469,7570,CLINICAL NEUROLOGY
CURRENT APPLIED PHYSICS,CURR APPL PHYS,2.8,3.1,2.5,Q3,2.7,1.1,173,7805,"MATERIALS SCIENCE, MULTIDISCIPLINARY|PHYSICS, APPLIED"
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,AM J COMMUN PSYCHOL,2.8,NA,4.5,Q1,2.5,0.7,84,8049,"PSYCHOLOGY, MULTIDISCIPLINARY|PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH|SOCIAL WORK"
INTERNATIONAL JOURNAL OF FRACTURE,INT J FRACTURE,2.8,2.5,2.8,Q2,2.6,1.2,81,8051,MECHANICS
INTERNATIONAL JOURNAL OF FRACTURE,INT J FRACTURE,2.8,2.5,2.8,Q3,2.6,1.2,81,8051,"MATERIALS SCIENCE, MULTIDISCIPLINARY"
CURRENT MEDICAL RESEARCH AND OPINION,CURR MED RES OPIN,2.8,NA,2.6,Q2,2.7,0.6,150,8194,"MEDICINE, GENERAL & INTERNAL"
CURRENT MEDICAL RESEARCH AND OPINION,CURR MED RES OPIN,2.8,NA,2.6,Q3,2.7,0.6,150,8194,"MEDICINE, RESEARCH & EXPERIMENTAL"
Preventive Medicine Reports,PREV MED REP,2.8,2.4,3,Q2,2.8,0.5,325,8198,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
RESEARCH IN NURSING & HEALTH,RES NURS HEALTH,2.8,2.4,3.1,Q1,2.7,0.5,71,8250,NURSING
COGNITIVE PSYCHOLOGY,COGNITIVE PSYCHOL,2.8,3,3.4,Q2,2.8,0.5,23,8442,"PSYCHOLOGY|PSYCHOLOGY, EXPERIMENTAL"
INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,INT J ENVIRON AN CH,2.8,2.5,2.8,Q3,2.6,1.2,237,8550,"CHEMISTRY, ANALYTICAL|ENVIRONMENTAL SCIENCES"
NMR IN BIOMEDICINE,NMR BIOMED,2.8,2.7,3.1,Q2,2.6,0.4,182,8553,"BIOPHYSICS|RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING|SPECTROSCOPY"
Reproductive Sciences,REPROD SCI,2.8,2.5,3.2,Q2,2.8,0.7,196,8698,OBSTETRICS & GYNECOLOGY|REPRODUCTIVE BIOLOGY
HYDROGEOLOGY JOURNAL,HYDROGEOL J,2.8,NA,2.9,Q2,2.7,0.5,123,8807,"GEOSCIENCES, MULTIDISCIPLINARY|WATER RESOURCES"
JOURNAL OF SYNCHROTRON RADIATION,J SYNCHROTRON RADIAT,2.8,3,2.9,Q2,2.5,0.8,157,8811,"INSTRUMENTS & INSTRUMENTATION|OPTICS|PHYSICS, APPLIED"
Quantitative Imaging in Medicine and Surgery,QUANT IMAG MED SURG,2.8,NA,3,Q2,2.3,0.5,879,8895,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
SYSTEMS & CONTROL LETTERS,SYST CONTROL LETT,2.8,2.5,2.8,Q2,2.5,0.7,222,9038,AUTOMATION & CONTROL SYSTEMS|OPERATIONS RESEARCH & MANAGEMENT SCIENCE
PLOS Global Public Health,PLOS GLOB PUBL HLTH,2.8,2.5,3,Q2,2.7,0.5,1007,9042,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
WEATHER AND FORECASTING,WEATHER FORECAST,2.8,3.1,3.7,Q2,2.2,0.6,160,9069,METEOROLOGY & ATMOSPHERIC SCIENCES
MACROMOLECULAR CHEMISTRY AND PHYSICS,MACROMOL CHEM PHYS,2.8,2.7,2.7,Q3,2.6,0.8,232,9243,POLYMER SCIENCE
IET Generation Transmission & Distribution,IET GENER TRANSM DIS,2.8,2.6,2.3,Q3,2.6,0.6,212,9261,"ENGINEERING, ELECTRICAL & ELECTRONIC"
PLANT PATHOLOGY,PLANT PATHOL,2.8,2.4,3,Q2,2.7,0.5,160,9556,AGRONOMY|PLANT SCIENCES
PLANT CELL TISSUE AND ORGAN CULTURE,PLANT CELL TISS ORG,2.8,2.4,2.7,Q2,2.3,0.7,339,9941,PLANT SCIENCES
PLANT CELL TISSUE AND ORGAN CULTURE,PLANT CELL TISS ORG,2.8,2.4,2.7,Q3,2.3,0.7,339,9941,BIOTECHNOLOGY & APPLIED MICROBIOLOGY
JOURNAL OF PROPULSION AND POWER,J PROPUL POWER,2.8,2.4,2.6,Q2,2.4,0.7,80,9943,"ENGINEERING, AEROSPACE"
World Journal of Surgical Oncology,WORLD J SURG ONCOL,2.8,2.5,2.9,Q1,2.7,0.5,436,9974,SURGERY
World Journal of Surgical Oncology,WORLD J SURG ONCOL,2.8,2.5,2.9,Q3,2.7,0.5,436,9974,ONCOLOGY
PREVENTIVE VETERINARY MEDICINE,PREV VET MED,2.8,2.4,3.2,Q1,2.5,0.7,234,10532,VETERINARY SCIENCES
INFECTION GENETICS AND EVOLUTION,INFECT GENET EVOL,2.8,2.6,2.4,Q3,2.7,0.9,137,10573,INFECTIOUS DISEASES
ERGONOMICS,ERGONOMICS,2.8,2.4,3.1,Q2,2.4,0.6,160,10827,"PSYCHOLOGY|PSYCHOLOGY, APPLIED"
ERGONOMICS,ERGONOMICS,2.8,2.4,3.1,Q3,2.4,0.6,160,10827,"ENGINEERING, INDUSTRIAL|ERGONOMICS"
JOURNAL OF ASSISTED REPRODUCTION AND GENETICS,J ASSIST REPROD GEN,2.8,2.7,3.4,Q1,2.5,0.5,327,10874,OBSTETRICS & GYNECOLOGY
JOURNAL OF ASSISTED REPRODUCTION AND GENETICS,J ASSIST REPROD GEN,2.8,2.7,3.4,Q2,2.5,0.5,327,10874,GENETICS & HEREDITY|REPRODUCTIVE BIOLOGY
Brain and Behavior,BRAIN BEHAV,2.8,2.7,3.2,Q2,2.8,0.5,784,11019,BEHAVIORAL SCIENCES
Brain and Behavior,BRAIN BEHAV,2.8,2.7,3.2,Q3,2.8,0.5,784,11019,NEUROSCIENCES
JOURNAL OF GASTROINTESTINAL SURGERY,J GASTROINTEST SURG,2.8,2.4,2.9,Q1,2.6,1,216,11899,SURGERY
JOURNAL OF GASTROINTESTINAL SURGERY,J GASTROINTEST SURG,2.8,2.4,2.9,Q2,2.6,1,216,11899,GASTROENTEROLOGY & HEPATOLOGY
PSYCHOSOMATIC MEDICINE,PSYCHOSOM MED,2.8,2.4,3.2,Q2,2.8,N/A,0,12146,PSYCHIATRY|PSYCHOLOGY
CURRENT MICROBIOLOGY,CURR MICROBIOL,2.8,2.6,2.9,Q3,2.7,0.6,582,12269,MICROBIOLOGY
ULTRASOUND IN MEDICINE AND BIOLOGY,ULTRASOUND MED BIOL,2.8,2.6,2.9,Q1,2.6,0.7,211,12535,ACOUSTICS
ULTRASOUND IN MEDICINE AND BIOLOGY,ULTRASOUND MED BIOL,2.8,2.6,2.9,Q2,2.6,0.7,211,12535,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"
GRAEFES ARCHIVE FOR CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,GRAEF ARCH CLIN EXP,2.8,NA,2.7,Q2,2.7,0.4,267,12799,OPHTHALMOLOGY
CLINICAL ENDOCRINOLOGY,CLIN ENDOCRINOL,2.8,2.4,3.2,Q3,2.6,0.7,150,13022,ENDOCRINOLOGY & METABOLISM
PLASMA PHYSICS AND CONTROLLED FUSION,PLASMA PHYS CONTR F,2.8,NA,2.6,Q2,2.1,0.8,425,13119,"PHYSICS, FLUIDS & PLASMAS"
CHEMICAL PHYSICS,CHEM PHYS,2.8,NA,2.4,Q2,2.7,1,359,13329,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL"
CHEMICAL PHYSICS,CHEM PHYS,2.8,NA,2.4,Q4,2.7,1,359,13329,"CHEMISTRY, PHYSICAL"
TOXICON,TOXICON,2.8,2.4,2.7,Q3,2.5,0.8,323,13546,PHARMACOLOGY & PHARMACY|TOXICOLOGY
ORGANIC GEOCHEMISTRY,ORG GEOCHEM,2.8,2.5,3,Q2,2.5,1,90,14120,GEOCHEMISTRY & GEOPHYSICS
POLYHEDRON,POLYHEDRON,2.8,2.6,2.3,Q2,2.7,0.8,391,14550,"CHEMISTRY, INORGANIC & NUCLEAR|CRYSTALLOGRAPHY"
CHEMBIOCHEM,CHEMBIOCHEM,2.8,2.8,2.8,Q3,2.7,0.7,385,14679,"BIOCHEMISTRY & MOLECULAR BIOLOGY|CHEMISTRY, MEDICINAL"
EARTH SURFACE PROCESSES AND LANDFORMS,EARTH SURF PROC LAND,2.8,2.7,3.1,Q2,2.6,0.5,234,14743,"GEOGRAPHY, PHYSICAL|GEOSCIENCES, MULTIDISCIPLINARY"
SOLID STATE COMMUNICATIONS,SOLID STATE COMMUN,2.8,NA,2.6,Q3,2.7,1.1,383,16525,"PHYSICS, CONDENSED MATTER"
AMERICAN JOURNAL OF BOTANY,AM J BOT,2.8,2.7,3.1,Q2,2.6,0.9,144,17579,PLANT SCIENCES
JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN,J PHYS SOC JPN,2.8,NA,1.9,Q2,2.5,0.5,267,17864,"PHYSICS, MULTIDISCIPLINARY"
VETERINARY MICROBIOLOGY,VET MICROBIOL,2.8,2.7,3,Q1,2.6,0.8,388,18444,VETERINARY SCIENCES
VETERINARY MICROBIOLOGY,VET MICROBIOL,2.8,2.7,3,Q3,2.6,0.8,388,18444,MICROBIOLOGY
DIGESTIVE DISEASES AND SCIENCES,DIGEST DIS SCI,2.8,2.5,3,Q2,2.7,0.8,422,19539,GASTROENTEROLOGY & HEPATOLOGY
JOURNAL OF ELECTRONIC MATERIALS,J ELECTRON MATER,2.8,2.5,2.5,Q3,2.7,0.8,891,20717,"ENGINEERING, ELECTRICAL & ELECTRONIC|MATERIALS SCIENCE, MULTIDISCIPLINARY|PHYSICS, APPLIED"
WATER SCIENCE AND TECHNOLOGY,WATER SCI TECHNOL,2.8,2.6,3,Q2,2.8,0.5,167,21161,WATER RESOURCES
WATER SCIENCE AND TECHNOLOGY,WATER SCI TECHNOL,2.8,2.6,3,Q3,2.8,0.5,167,21161,"ENGINEERING, ENVIRONMENTAL|ENVIRONMENTAL SCIENCES"
ESTUARINE COASTAL AND SHELF SCIENCE,ESTUAR COAST SHELF S,2.8,2.6,3,Q1,2.6,0.7,422,21919,MARINE & FRESHWATER BIOLOGY
